bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1782568,2035,HB1822,1,Introduced,2023-11-08,"In enforcement and remedies, providing for criminal proceedings.","An Act amending the act of July 7, 1980 (P.L.380, No.97), known as the Solid Waste Management Act, in enforcement and remedies, providing for criminal proceedings.",45,"House Environmental Resources & Energy",2023-11-08,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY",https://legiscan.com/PA/bill/HB1822/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=1822
1782606,2035,HB1823,1,Introduced,2023-11-08,"Further providing for penalties and remedies.","An Act amending the act of May 1, 1984 (P.L.206, No.43), known as the Pennsylvania Safe Drinking Water Act, further providing for penalties and remedies.",45,"House Environmental Resources & Energy",2023-11-08,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY",https://legiscan.com/PA/bill/HB1823/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=1823
1782647,2035,HB1824,1,Introduced,2023-11-08,"Further providing for registration of charitable organizations, financial reports, fees and failure to file.","An Act amending the act of December 19, 1990 (P.L.1200, No.202), known as the Solicitation of Funds for Charitable Purposes Act, further providing for registration of charitable organizations, financial reports, fees and failure to file.",59,"House State Government",2023-11-08,"Referred to STATE GOVERNMENT",https://legiscan.com/PA/bill/HB1824/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=1824
1818568,2035,HB1825,1,Introduced,2024-01-31,"Further providing for title, for definitions, for State Board of Nursing, for dietitian-nutritionist license required, for unauthorized practices and acts not prohibited, for temporary practice permit, for graduates of schools of other states, territories or Dominion of Canada, for persons entitled to practice, for certified registered nurse practitioners and qualifications, for scope of practice for certified registered nurse practitioners, for prescriptive authority for certified registered nurse practitioners, for Drug Review Committee, for professional liability, for reporting of multiple licensure, for continuing nursing education, for punishment for violations, for refusal, suspension or revocation of licenses, for reinstatement of license and for injunction or other process; and providing for the expiration of the State Board of Nursing's power to license certified registered nurse practitioners.","An Act amending the act of May 22, 1951 (P.L.317, No.69), known as The Professional Nursing Law, further providing for title, for definitions, for State Board of Nursing, for dietitian-nutritionist license required, for unauthorized practices and acts not prohibited, for temporary practice permit, for graduates of schools of other states, territories or Dominion of Canada, for persons entitled to practice, for certified registered nurse practitioners and qualifications, for scope of practice for certified registered nurse practitioners, for prescriptive authority for certified registered nurse practitioners, for Drug Review Committee, for professional liability, for reporting of multiple licensure, for continuing nursing education, for punishment for violations, for refusal, suspension or revocation of licenses, for reinstatement of license and for injunction or other process; and providing for the expiration of the State Board of Nursing's power to license certified registered nurse practitioners.",57,"House Professional Licensure",2024-01-31,"Referred to PROFESSIONAL LICENSURE",https://legiscan.com/PA/bill/HB1825/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=1825
1782791,2035,HB1826,1,Introduced,2023-11-08,"In terms and courses of study, further providing for subjects of instruction and flag code and providing for voting rights instruction; and, in high schools, further providing for assessment of civic knowledge and providing for voter registration efforts.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in terms and courses of study, further providing for subjects of instruction and flag code and providing for voting rights instruction; and, in high schools, further providing for assessment of civic knowledge and providing for voter registration efforts.",44,"House Education",2023-11-08,"Referred to EDUCATION",https://legiscan.com/PA/bill/HB1826/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=1826
1782818,2035,HB1827,1,Introduced,2023-11-08,"In preliminary provisions relating to voter registration, further providing for definitions; in registration system, further providing for SURE system; in voter registration, further providing for qualifications to register, for methods of voter registration, for application with driver's license application and for government agencies, providing for same-day voter registration and for preregistration data entry and further providing for preparation and distribution of applications; in changes in records, further providing for death of registrant; in voting procedures, providing for prohibition of rejecting ballots based solely on signature analysis; making a repeal; and making editorial changes.","An Act amending Title 25 (Elections) of the Pennsylvania Consolidated Statutes, in preliminary provisions relating to voter registration, further providing for definitions; in registration system, further providing for SURE system; in voter registration, further providing for qualifications to register, for methods of voter registration, for application with driver's license application and for government agencies, providing for same-day voter registration and for preregistration data entry and further providing for preparation and distribution of applications; in changes in records, further providing for death of registrant; in voting procedures, providing for prohibition of rejecting ballots based solely on signature analysis; making a repeal; and making editorial changes.",59,"House State Government",2023-11-08,"Referred to STATE GOVERNMENT",https://legiscan.com/PA/bill/HB1827/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=1827
1782801,2035,HB1828,1,Introduced,2023-11-08,"A Joint Resolution proposing an amendment to the Constitution of the Commonwealth of Pennsylvania, further providing for qualifications of electors.","A Joint Resolution proposing an amendment to the Constitution of the Commonwealth of Pennsylvania, further providing for qualifications of electors.",59,"House State Government",2023-11-08,"Referred to STATE GOVERNMENT",https://legiscan.com/PA/bill/HB1828/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=1828
1782784,2035,HB1829,1,Introduced,2023-11-08,"In nomination of candidates, further providing for number of signers required for nomination petitions of candidates at primaries and for place and time of filing nomination petitions and filing fees and providing for secure online signature collection for Federal, State and municipal political offices.","An Act amending the act of June 3, 1937 (P.L.1333, No.320), known as the Pennsylvania Election Code, in nomination of candidates, further providing for number of signers required for nomination petitions of candidates at primaries and for place and time of filing nomination petitions and filing fees and providing for secure online signature collection for Federal, State and municipal political offices.",59,"House State Government",2023-11-08,"Referred to STATE GOVERNMENT",https://legiscan.com/PA/bill/HB1829/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=1829
1782777,2035,HB1830,1,Introduced,2023-11-08,"In election districts and polling places, further providing for equipment and arrangement of polling places, guard rail and number of voting compartments or voting machines; in nomination of candidates, further providing for casting of lots for position of names upon the primary ballots or ballot labels and notice to candidates; and, in ballots, further providing for form of official primary ballot.","An Act amending the act of June 3, 1937 (P.L.1333, No.320), known as the Pennsylvania Election Code, in election districts and polling places, further providing for equipment and arrangement of polling places, guard rail and number of voting compartments or voting machines; in nomination of candidates, further providing for casting of lots for position of names upon the primary ballots or ballot labels and notice to candidates; and, in ballots, further providing for form of official primary ballot.",59,"House State Government",2023-11-08,"Referred to STATE GOVERNMENT",https://legiscan.com/PA/bill/HB1830/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=1830
1782769,2035,HB1831,1,Introduced,2023-11-08,"In dates of elections and primaries and special elections, further providing for special elections for Senator and Representative in the General Assembly, for special elections for members of councils or legislative bodies of cities, boroughs, towns and townships and for nominations for special election for Representative in Congress, Senator and Representative in the General Assembly and member of council or legislative body of cities, boroughs, towns and townships and providing for special election for Senator or Representative in General Assembly or member of council or legislative body of cities, boroughs, towns and townships and for fines imposed for certain resignations and establishing the Special Election Fund; in nomination of candidates, further providing for number of signers required for nomination petitions of candidates at primaries, providing for secure online signature collection for Federal, State and municipal political offices and further providing for nominations by political bodies, for limitations on eligibility of candidates, for contents of nomination papers, restriction on names and campaign finances and for filing fee; in voting machines, further providing for requirements of voting machines; in electronic voting systems, further providing for requirements of electronic voting systems and for forms; in voting by qualified mail-in electors, repealing provisions relating to qualified mail-in electors, providing for automatic issuance of mail-in ballots, repealing provisions relating to applications for official mail-in ballots, to date of application for mail-in ballot and to approval of application for mail-in ballot and further providing for delivering or mailing ballots, for voting by mail-in electors and for public records; in primary and election expenses, further providing for authorization of political committee and for reporting by candidate and political committees and other persons; and imposing penalties.","An Act amending the act of June 3, 1937 (P.L.1333, No.320), known as the Pennsylvania Election Code, in dates of elections and primaries and special elections, further providing for special elections for Senator and Representative in the General Assembly, for special elections for members of councils or legislative bodies of cities, boroughs, towns and townships and for nominations for special election for Representative in Congress, Senator and Representative in the General Assembly and member of council or legislative body of cities, boroughs, towns and townships and providing for special election for Senator or Representative in General Assembly or member of council or legislative body of cities, boroughs, towns and townships and for fines imposed for certain resignations and establishing the Special Election Fund; in nomination of candidates, further providing for number of signers required for nomination petitions of candidates at primaries, providing for secure online signature collection for Federal, State and municipal political offices and further providing for nominations by political bodies, for limitations on eligibility of candidates, for contents of nomination papers, restriction on names and campaign finances and for filing fee; in voting machines, further providing for requirements of voting machines; in electronic voting systems, further providing for requirements of electronic voting systems and for forms; in voting by qualified mail-in electors, repealing provisions relating to qualified mail-in electors, providing for automatic issuance of mail-in ballots, repealing provisions relating to applications for official mail-in ballots, to date of application for mail-in ballot and to approval of application for mail-in ballot and further providing for delivering or mailing ballots, for voting by mail-in electors and for public records; in primary and election expenses, further providing for authorization of political committee and for reporting by candidate and political committees and other persons; and imposing penalties.",59,"House State Government",2023-11-08,"Referred to STATE GOVERNMENT",https://legiscan.com/PA/bill/HB1831/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=1831
